date,close
-674220.00,217.4
-673639.00,220
-672571.00,213.7
-672223.00,209.2
-671525.00,202.3
-671145.00,198.7
-670436.00,194.8
-669976.00,192.5
-669336.00,194.6
-668966.00,192.6
-668226.00,189.3
-667801.00,185.5
-666984.00,178.5
-666497.00,175.6
-665619.00,171.6
-665045.00,172.7
-664224.00,178.5
-663695.00,178.2
-662740.00,185.8
-662242.00,189.1
-661256.00,189
-660719.00,187.8
-659700.00,189.8
-659031.00,186.6
-658134.00,183.9
-657574.00,182.4
-656524.00,189.2
-655973.00,191.3
-654932.00,198.7
-654336.00,198.4
-653252.00,193.2
-652523.00,191.3
-651498.00,185.3
-650852.00,185.8
-649606.00,192
-648941.00,187.8
-647648.00,194.8
-646996.00,192.1
-645638.00,190.5
-644773.00,188.6
-643520.00,194.6
-642712.00,194.1
-641254.00,190.4
-640455.00,190.2
-638810.00,189.1
-637898.00,187.7
-636177.00,194.3
-635007.00,193
-633539.00,193.9
-632642.00,192.1
-630906.00,195.6
-630051.00,199.5
-628345.00,199.9
-627496.00,198.7
-626049.00,205
-625261.00,214.9
-624265.00,227.8
-623620.00,234.3
-622740.00,237.3
-621264.00,238.6
-619810.00,243
-618388.00,245.4
-617005.00,247.9
-615594.00,252.3
-614277.00,252.4
-612973.00,252.5
-611759.00,256
-610564.00,258
-609369.00,259.6
-608186.00,257.7
-606979.00,259.2
-605758.00,254.6
-604424.00,248.5
-603126.00,244.5
-601723.00,239.1
-600328.00,237.9
-598932.00,232.5
-597484.00,229.4
-596883.00,226
-596016.00,219
-595493.00,216.3
-594565.00,216.4
-594000.00,221.2
-593239.00,232.9
-592689.00,238
-591920.00,238.1
-591465.00,233.2
-590747.00,229.4
-590329.00,225.7
-588943.00,237.4
-588385.00,243.6
-587918.00,248.1
-587274.00,250.2
-586766.00,246.3
-586084.00,238.8
-585697.00,234.4
-584943.00,226
-584456.00,224
-581463.00,210.6
-581084.00,206.7
-580441.00,209.9
-580050.00,215.4
-579557.00,219.4
-579210.00,225.2
-578745.00,230.3
-578450.00,236.2
-578069.00,243.8
-577871.00,244.1
-577485.00,251.5
-576907.00,252.9
-576355.00,249.1
-575819.00,251.1
-575292.00,251.3
-574773.00,251.3
-574272.00,252.9
-573780.00,252.5
-573315.00,248.9
-572853.00,252.1
-572403.00,251.9
-571952.00,251.8
-571512.00,248.7
-571087.00,249.2
-570669.00,247.7
-570240.00,246.3
-569825.00,250.3
-569417.00,251.6
-569005.00,249.6
-568598.00,251.8
-568189.00,251.8
-567778.00,251.3
-567381.00,250
-566996.00,251.3
-566606.00,250.2
-566217.00,253
-565827.00,252.8
-565431.00,253.9
-565057.00,253.2
-564669.00,254.5
-564283.00,253.9
-563901.00,254.3
-563516.00,253.7
-563127.00,251.4
-562749.00,252.6
-562361.00,252.4
-561968.00,251.4
-561567.00,247.6
-561165.00,245.8
-560740.00,245.7
-560322.00,242.3
-559896.00,240.1
-559359.00,234.1
-558980.00,234.6
-558509.00,231.9
-558022.00,231.6
-557511.00,228.3
-556979.00,230.3
-556443.00,230.2
-556233.00,229.7
-555937.00,234.5
-555435.00,238.1
-554939.00,240.4
-554774.00,245.6
-554414.00,250.5
-554193.00,244
-553889.00,249.1
-553687.00,243
-553395.00,241
-552881.00,233.9
-552304.00,226.7
-551676.00,224.3
-551011.00,223.6
-550300.00,220.3
-550029.00,222.1
-549502.00,226.3
-549174.00,222.3
-548687.00,221.7
-547880.00,219.9
-546983.00,215.2
-546022.00,213.6
-545623.00,208.8
-545063.00,202.5
-544006.00,204.6
-542854.00,209.7
-541726.00,209.6
-540552.00,210.3
-539395.00,208.1
-538204.00,203.6
-537009.00,205
-535820.00,211.2
-534672.00,212.9
-533533.00,206.4
-532414.00,205
-531296.00,199.4
-530169.00,199.8
-529712.00,190.5
-529085.00,193.8
-528735.00,195.1
-528066.00,200
-527690.00,204.4
-527151.00,211.4
-526797.00,214.5
-526312.00,220.7
-525504.00,220.3
-524711.00,221.2
-523958.00,222.7
-523214.00,224.7
-522459.00,227.8
-521716.00,230.3
-520973.00,233.7
-520266.00,235.8
-519602.00,236.8
-518942.00,241.9
-517015.00,243.5
-516384.00,245.5
-515756.00,247.7
-515119.00,245.3
-514467.00,245.5
-513821.00,246.2
-513163.00,247.2
-512479.00,243
-511774.00,241.5
-511047.00,239.2
-510319.00,238.2
-509565.00,242
-508815.00,235.2
-508058.00,236.4
-507297.00,233.4
-506526.00,240.3
-505764.00,237
-505061.00,238.2
-504337.00,236
-503566.00,235.5
-502827.00,233.9
-502133.00,234.1
-501425.00,232.2
-500675.00,232
-499916.00,231.2
-499180.00,230.8
-498413.00,228.2
-497660.00,230.8
-496915.00,230.6
-496154.00,232.8
-495416.00,236.5
-494658.00,236.4
-493903.00,237.6
-493135.00,238.5
-492361.00,238.3
-491557.00,239.1
-490788.00,239.7
-490009.00,243.7
-489241.00,246.7
-488495.00,243.3
-487772.00,242.6
-487525.00,249.3
-487046.00,252.8
-486739.00,240.9
-486318.00,242
-485591.00,237.1
-484866.00,231.3
-484093.00,232.9
-483326.00,233
-482515.00,231.2
-481699.00,231.4
-480853.00,231.4
-479982.00,227.3
-479085.00,223.4
-478158.00,223.8
-477194.00,218.8
-476771.00,220.8
-476174.00,231.3
-475769.00,236.5
-475212.00,239.1
-474290.00,236.6
-473268.00,232.8
-472212.00,233.1
-471152.00,241.2
-470145.00,245.6
-469813.00,243.9
-469096.00,243.7
-468647.00,232.7
-467991.00,229.2
-467520.00,218.7
-466860.00,215.5
-466373.00,206.5
-465652.00,205.5
-464315.00,203.4
-462916.00,204.4
-461506.00,208.1
-460183.00,210
-459737.00,205.2
-458842.00,199.9
-457480.00,194.4
-456099.00,190.7
-454641.00,195.5
-453329.00,202.4
-452073.00,208.3
-451564.00,203.3
-450845.00,204.3
-450333.00,199.1
-449643.00,192.5
-448505.00,193.3
-447294.00,198.4
-446153.00,201.9
-445034.00,204.9
-443879.00,201.2
-442700.00,201.7
-441612.00,208.1
-440461.00,203.5
-439270.00,201.1
-437615.00,199.1
-436406.00,202
-435202.00,201.3
-434039.00,201.7
-432854.00,200.3
-431724.00,207.5
-430649.00,209.8
-429495.00,207.6
-429113.00,211.5
-427926.00,227.2
-427056.00,219.7
-425616.00,242.5
-425335.00,248.2
-424648.00,252.1
-424025.00,255.3
-423619.00,265.4
-423292.00,270
-422890.00,270.8
-422382.00,268.3
-421814.00,267.7
-420699.00,270.6
-420124.00,266.4
-419534.00,268.6
-418400.00,273.8
-417858.00,271.2
-417310.00,273.7
-416295.00,274.6
-415748.00,271.8
-415241.00,273.4
-414243.00,271.7
-413767.00,276.4
-413013.00,271.6
-411998.00,264.9
-411012.00,274.9
-409121.00,283.5
-408256.00,282.6
-407433.00,275.2
-407433.00,274.2
-406650.00,284.5
-405143.00,285.6
-404418.00,279.6
-402977.00,280.5
-402231.00,276.5
-400781.00,275.7
-400050.00,283.1
-398554.00,283.2
-397772.00,277.1
-396136.00,276.3
-392610.00,260.7
-391629.00,273.6
-390594.00,259.5
-389946.00,266.3
-387996.00,250.1
-386112.00,255.2
-384194.00,259.2
-383448.00,264.6
-382584.00,258.1
-380720.00,245.8
-379182.00,246.8
-377746.00,239.1
-376146.00,240
-374618.00,227
-370696.00,229.6
-369140.00,224.6
-367496.00,214.7
-365906.00,199.9
-364285.00,201.9
-361435.00,206.3
-359007.00,201.2
-356762.00,185.8
-354948.00,186.1
-353352.00,193
-350325.00,209.2
-348975.00,209.4
-347738.00,216.2
-346348.00,221.1
-344030.00,220.3
-342496.00,211.9
-341332.00,204.8
-339852.00,205.2
-338506.00,200.7
-337348.00,250.1
-335441.00,234.2
-334775.00,239.6
-333968.00,241.9
-333337.00,255.7
-332798.00,270.5
-332311.00,278.6
-331940.00,285.8
-331430.00,278.1
-330969.00,298.6
-330512.00,288.4
-330335.00,289.1
-329994.00,282.4
-329488.00,273.1
-328790.00,272.6
-328258.00,271.7
-327525.00,265
-326271.00,275.1
-325640.00,271.9
-325022.00,270.1
-324371.00,266.1
-323770.00,264
-323021.00,266.2
-322330.00,260.5
-321576.00,260.3
-320817.00,260.4
-320065.00,257.2
-318408.00,249.2
-317530.00,255.8
-316609.00,233.4
-315784.00,245.2
-314947.00,251.6
-314250.00,272.6
-313622.00,246.8
-312917.00,257.1
-312194.00,256.7
-311464.00,251.6
-310726.00,241.9
-309918.00,239
-309063.00,237.8
-308218.00,233.2
-307439.00,226.2
-306794.00,227.8
-305545.00,225.8
-304597.00,244.8
-303705.00,248.6
-302951.00,250.2
-302282.00,240.7
-301276.00,240.2
-300330.00,236
-299452.00,239
-298522.00,236.1
-297671.00,231
-296791.00,224.4
-295971.00,217.1
-293980.00,213.1
-292618.00,212.7
-291829.00,206.7
-291107.00,206
-290455.00,207.6
-289417.00,217.1
-288780.00,220.4
-288203.00,234.9
-286283.00,231
-285588.00,230.4
-285086.00,231.4
-284178.00,226.4
-283430.00,228
-281835.00,231.3
-279808.00,223.7
-278319.00,215.3
-277370.00,211
-276400.00,204.5
-275411.00,202.2
-274376.00,193.2
-273400.00,198.4
-272371.00,194.1
-271360.00,193.9
-270361.00,190.4
-269306.00,184.7
-268272.00,198.8
-267204.00,194.2
-266231.00,187.2
-265492.00,188.7
-264376.00,211.7
-263703.00,199.9
-262559.00,228.1
-260980.00,214.6
-260142.00,208.9
-258966.00,205.7
-258403.00,209.6
-256711.00,203.9
-255150.00,204
-254359.00,201.9
-253548.00,199
-251686.00,195.4
-250789.00,196.7
-249914.00,195.4
-249055.00,213.9
-248183.00,200.2
-245731.00,214.7
-243491.00,219.4
-242914.00,230.4
-242397.00,236.7
-241906.00,249.9
-241479.00,252.3
-241121.00,263.7
-240396.00,280.2
-240057.00,279
-239416.00,263.2
-238995.00,259.7
-238023.00,252.8
-237527.00,247.4
-237063.00,245.8
-236608.00,245.6
-235918.00,239.1
-235344.00,243.1
-234784.00,247.4
-234164.00,241.4
-233530.00,252.1
-232867.00,245.2
-229116.00,241.6
-228472.00,233.9
-227473.00,232.4
-225826.00,224.5
-225077.00,233.1
-224761.00,234.5
-223959.00,235.5
-222973.00,215.7
-222319.00,203.3
-220080.00,205.6
-218789.00,208.8
-218108.00,207.1
-217166.00,216.1
-216411.00,214.1
-214402.00,240.5
-213432.00,245.3
-212844.00,251.1
-212509.00,251.7
-212034.00,247.5
-211586.00,242.6
-211320.00,240.3
-210766.00,241.4
-209908.00,251.2
-208863.00,243.4
-208204.00,257.4
-207867.00,239.5
-207482.00,246.9
-207045.00,252
-206853.00,247.2
-206304.00,243.9
-206114.00,244.6
-205594.00,242.2
-205170.00,240.5
-204860.00,230
-204194.00,237.2
-204002.00,238.1
-203412.00,231.4
-202958.00,229.4
-202530.00,226.3
-201887.00,228.6
-201367.00,232.2
-200924.00,231.9
-200463.00,244.4
-199213.00,247.6
-197968.00,239.1
-197022.00,250.9
-194229.00,242.6
-193723.00,241.2
-193067.00,226.4
-191531.00,220
-190960.00,226.5
-188402.00,218
-187126.00,220.3
-186486.00,231.4
-184747.00,231.3
-182735.00,210.7
-180096.00,203.4
-178118.00,199.7
-177167.00,198.1
-176229.00,217.7
-175189.00,213.2
-173356.00,207.7
-171444.00,190.1
-171185.00,189.4
-170484.00,190.3
-169401.00,196
-167542.00,197.7
-165233.00,197.8
-162489.00,196.6
-161748.00,183.8
-161074.00,186.7
-160278.00,190.1
-159729.00,191.6
-157993.00,196.5
-157612.00,204.3
-153863.00,187.5
-153445.00,185.5
-152530.00,189
-149473.00,200.6
-147971.00,188.9
-147853.00,191.9
-146881.00,203
-143413.00,196.9
-140108.00,190.4
-139010.00,196.4
-138949.00,195.6
-137667.00,196.5
-137325.00,192.3
-136235.00,190.2
-136032.00,194.2
-135683.00,193.4
-135343.00,194.3
-134705.00,201.1
-134617.00,195.8
-134301.00,202.4
-134061.00,200.7
-133933.00,201.7
-133653.00,198
-133257.00,198
-133164.00,200.4
-133010.00,204.5
-132337.00,203.7
-132173.00,208.9
-131477.00,210.6
-131155.00,220.3
-131119.00,223.9
-130542.00,223.5
-129778.00,228.9
-129505.00,240.4
-129379.00,245
-127786.00,259
-127702.00,257.9
-127390.00,263.4
-127196.00,264.1
-126916.00,282.6
-126659.00,286.8
-126422.00,287.1
-126394.00,274
-125957.00,275.6
-125672.00,275.3
-125182.00,262.6
-124936.00,262.5
-124648.00,267.1
-124397.00,273.7
-123484.00,277.1
-123312.00,273
-123131.00,279.7
-122839.00,266.3
-122307.00,266.6
-122263.00,268.7
-121120.00,276.4
-120394.00,272.1
-119067.00,277.6
-118432.00,265.2
-117722.00,271.9
-116699.00,273.7
-115800.00,267.6
-114551.00,262.5
-113168.00,273.2
-112651.00,274.5
-112146.00,261.4
-111312.00,266.3
-109912.00,256.7
-107854.00,251.2
-106203.00,245.6
-105629.00,238.2
-103686.00,230.6
-102754.00,236.9
-101515.00,228.1
-99799.00,236.9
-98887.00,230.8
-97899.00,225.8
-92403.00,232
-89299.00,228.3
-88407.00,224.2
-85967.00,208
-84231.00,217
-83070.00,214.2
-82066.00,228
-81383.00,236.4
-80467.00,241.1
-78664.00,230.9
-76233.00,221.7
-75200.00,217.1
-71277.00,229.1
-69099.00,227.3
-63989.00,194.9
-62989.00,191.4
-60909.00,195.3
-55707.00,210.4
-55138.00,221.7
-50432.00,190.4
-48713.00,215.7
-47740.00,210.1
-46904.00,188.4
-45386.00,189.3
-41550.00,209.1
-35521.00,209.1
-33059.00,205.3
-28070.00,191.7
-27113.00,188.5
-24044.00,191.6
-20877.00,189.2
-20065.00,184.4
-19904.00,185.7
-19557.00,186.1
-19307.00,184.7
-19061.00,186.5
-18798.00,186.9
-18552.00,187.8
-18247.00,195
-18218.00,188.2
-18038.00,188
-17798.00,190
-17559.00,188.8
-17397.00,188.7
-16971.00,188.3
-16918.00,192.3
-16878.00,189.4
-16591.00,188.6
-16335.00,187
-15993.00,189.2
-15859.00,188.5
-15615.00,188.5
-15425.00,191
-15161.00,193.9
-14920.00,195.2
-14709.00,200.8
-14502.00,202.9
-14310.00,207.7
-14123.00,207.5
-13936.00,214
-13792.00,219.4
-13620.00,220.9
-13488.00,221
-13283.00,222
-13062.00,224.5
-12940.00,225.2
-12775.00,226.1
-12600.00,228.4
-12353.00,228.5
-11998.00,239.1
-11854.00,238.6
-11703.00,238.6
-11592.00,239.2
-11490.00,236.4
-11291.00,237.6
-11140.00,237.9
-10992.00,237.3
-10810.00,238.3
-10692.00,234.2
-10546.00,237.6
-10421.00,237.5
-10172.00,240.3
-10100.00,243.2
-10008.00,246.6
-9946.00,245.3
-9869.00,245.3
-9777.00,250.7
-9726.00,251.1
-9685.00,249.7
-9630.00,250.7
-9519.00,253.8
-9486.00,253.9
-9442.00,255.4
-9388.00,260.8
-9328.00,258.8
-9286.00,265.2
-9251.00,263
-9186.00,264
-9137.00,264.5
-9064.00,264.2
-8983.00,264.1
-8945.00,264.4
-8877.00,265.3
-8855.00,265
-8794.00,264.8
-8671.00,264.8
-8577.00,267.6
-8467.00,265.1
-8344.00,266
-8259.00,266.9
-8138.00,267.5
-8033.00,264.9
-7959.00,265.7
-7857.00,263.4
-7771.00,264
-7647.00,264.2
-7586.00,264.4
-7367.00,263.8
-7282.00,263
-7190.00,260.9
-7142.00,260.6
-7023.00,265.2
-6919.00,263.8
-6834.00,263.7
-6703.00,262
-6629.00,259.3
-6527.00,260.4
-6437.00,260.9
-6331.00,259
-6231.00,261.8
-6100.00,260.7
-6040.00,261.3
-5926.00,258.3
-5831.00,259.3
-5741.00,259.6
-5640.00,260.8
-5557.00,259.2
-5463.00,259.7
-5370.00,260.4
-5284.00,260.1
-5162.00,258.4
-5078.00,260.7
-4991.00,263
-4888.00,262.3
-4763.00,257.6
-4667.00,258.1
-4595.00,262.9
-4484.00,262.1
-4404.00,259.4
-4313.00,261.1
-4181.00,261.2
-4089.00,262.7
-4048.00,263.2
-3905.00,265.5
-3766.00,266.7
-3707.00,260.7
-3612.00,265.5
-3526.00,265.9
-3420.00,267.6
-3324.00,265.2
-3210.00,265.3
-3144.00,267.6
-3054.00,269.8
-2924.00,268.6
-2816.00,269.3
-2753.00,270.7
-2623.00,271.5
-2530.00,269.8
-2424.00,269.1
-2374.00,271.1
-2211.00,271.5
-2146.00,272.8
-2054.00,271.6
-1960.00,271.7
-1840.00,274.9
-1771.00,275.4
-1672.00,271.5
-1573.00,273
-1503.00,273.4
-1386.00,275
-1265.00,274
-1166.00,273.1
-1103.00,276.3
-952.00,274.6
-856.00,276.3
-778.00,274.7
-654.00,275.3
-586.00,278.9
-483.00,273.9
-384.00,277.9
-262.00,277.6
-178.00,276.7
-107.00,276.7
19.00,276.9
138.00,278
217.00,278.7
312.00,278.9
398.00,280
497.00,279.2
600.00,277.4
717.00,278.7
797.00,277.7
890.00,279.1
1000.00,276.6
1073.00,278.4
1196.00,280.1
1278.00,282.2
1391.00,281.1
1465.00,277.7
1546.00,281.9
1555.00,279.1
1671.00,277.9
1682.00,274.9
1813.00,280.4
